iso3,county,year,residence,improved_wat_%,improved_san_%,under_5_mortality_rates,income_group,region,total_population,gdp_per_capita_$,population_rural_%,population_urban_%
DJI,Djibouti,2012,Urban,92.8,63.8,73.8,Lower-middle income,Middle East & North Africa,894677.0,0,22.541,77.459
DJI,Djibouti,2012,Rural,67.3,25.2,73.8,Lower-middle income,Middle East & North Africa,894677.0,0,22.541,77.459
DJI,Djibouti,2013,Urban,93.3,64.4,71.3,Lower-middle income,Middle East & North Africa,911246.0,0,22.515,77.485
DJI,Djibouti,2013,Rural,68.7,26.1,71.3,Lower-middle income,Middle East & North Africa,911246.0,0,22.515,77.485
DJI,Djibouti,2014,Urban,93.8,65.1,68.9,Lower-middle income,Middle East & North Africa,928178.0,0,22.489,77.511
DJI,Djibouti,2014,Rural,70.1,26.9,68.9,Lower-middle income,Middle East & North Africa,928178.0,0,22.489,77.511
DJI,Djibouti,2015,Urban,94.3,65.7,66.6,Lower-middle income,Middle East & North Africa,945474.0,0,22.463,77.537
DJI,Djibouti,2015,Rural,71.5,27.8,66.6,Lower-middle income,Middle East & North Africa,945474.0,0,22.463,77.537
DJI,Djibouti,2016,Urban,94.6,66.0,64.5,Lower-middle income,Middle East & North Africa,963131.0,0,22.437,77.563
DJI,Djibouti,2016,Rural,72.8,28.5,64.5,Lower-middle income,Middle East & North Africa,963131.0,0,22.437,77.563
DJI,Djibouti,2017,Urban,94.9,66.5,62.4,Lower-middle income,Middle East & North Africa,981140.0,0,22.411,77.589
DJI,Djibouti,2017,Rural,74.1,29.2,62.4,Lower-middle income,Middle East & North Africa,981140.0,0,22.411,77.589
DJI,Djibouti,2018,Urban,95.2,66.8,60.4,Lower-middle income,Middle East & North Africa,999489.0,0,22.385,77.615
DJI,Djibouti,2018,Rural,75.3,29.9,60.4,Lower-middle income,Middle East & North Africa,999489.0,0,22.385,77.615
DJI,Djibouti,2019,Urban,95.5,67.3,58.5,Lower-middle income,Middle East & North Africa,1018158.0,0,22.359,77.641
DJI,Djibouti,2019,Rural,76.6,30.8,58.5,Lower-middle income,Middle East & North Africa,1018158.0,0,22.359,77.641
DJI,Djibouti,2020,Urban,95.6,67.6,56.7,Lower-middle income,Middle East & North Africa,1037130.0,0,22.333,77.667
DJI,Djibouti,2020,Rural,77.3,31.5,56.7,Lower-middle income,Middle East & North Africa,1037130.0,0,22.333,77.667
DJI,Djibouti,2021,Urban,95.5,67.9,54.9,Lower-middle income,Middle East & North Africa,1056372.0,0,22.307,77.693
DJI,Djibouti,2021,Rural,77.6,31.7,54.9,Lower-middle income,Middle East & North Africa,1056372.0,0,22.307,77.693
DJI,Djibouti,2022,Urban,95.4,68.1,0,Lower-middle income,Middle East & North Africa,1075855.0,0,22.281,77.719
DJI,Djibouti,2022,Rural,77.9,31.9,0,Lower-middle income,Middle East & North Africa,1075855.0,0,22.281,77.719
EGY,Egypt,2000,Urban,99.5,99.0,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2000,Rural,97.8,88.9,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2001,Urban,99.6,99.3,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2001,Rural,98.0,89.7,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2002,Urban,99.7,99.5,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2002,Rural,98.2,90.5,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2003,Urban,99.8,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2003,Rural,98.4,91.3,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2004,Urban,99.9,100.0,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2004,Rural,98.6,92.1,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2005,Urban,100.0,100.3,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2005,Rural,98.8,92.9,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2006,Urban,99.9,100.2,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2006,Rural,98.9,93.6,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2007,Urban,100.0,100.0,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2007,Rural,98.9,94.2,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2008,Urban,99.9,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2008,Rural,98.9,94.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2009,Urban,99.8,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2009,Rural,98.9,95.1,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2010,Urban,99.7,99.7,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2010,Rural,98.7,95.9,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2011,Urban,99.7,99.7,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2011,Rural,98.8,96.1,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2012,Urban,99.7,99.7,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2012,Rural,98.8,96.3,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2013,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2013,Rural,98.9,96.6,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2014,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2014,Rural,98.9,96.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2015,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2015,Rural,99.0,97.0,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2016,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2016,Rural,98.9,97.2,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2017,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2017,Rural,98.8,97.3,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2018,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2018,Rural,99.0,97.5,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2019,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2019,Rural,99.1,97.6,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2020,Urban,99.8,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2020,Rural,99.2,97.7,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2021,Urban,99.7,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2021,Rural,99.2,97.6,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2022,Urban,99.8,99.8,0,Unkown,Unkown,0,0,0,0
EGY,Egypt,2022,Rural,99.3,99.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2000,Urban,79.3,26.5,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2000,Rural,11.9,2.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2001,Urban,80.6,27.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2001,Rural,14.3,2.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2002,Urban,81.9,29.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2002,Rural,16.9,2.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2003,Urban,83.2,30.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2003,Rural,19.4,3.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2004,Urban,84.5,31.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2004,Rural,22.0,3.5,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2005,Urban,85.8,33.0,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2005,Rural,24.5,3.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2006,Urban,87.1,34.5,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2006,Rural,26.3,4.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2007,Urban,88.4,35.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2007,Rural,28.1,4.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2008,Urban,89.7,36.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2008,Rural,29.8,5.2,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2009,Urban,91.0,37.3,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2009,Rural,31.4,5.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2010,Urban,91.9,37.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2010,Rural,29.2,5.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2011,Urban,93.4,40.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2011,Rural,33.2,6.3,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2012,Urban,95.0,42.5,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2012,Rural,37.4,7.2,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2013,Urban,96.6,44.8,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2013,Rural,41.5,8.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2014,Urban,98.2,47.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2014,Rural,45.7,9.0,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2015,Urban,99.8,49.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2015,Rural,49.8,9.9,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2016,Urban,101.6,51.2,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2016,Rural,52.8,10.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2017,Urban,103.4,53.0,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2017,Rural,55.8,10.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2018,Urban,105.3,54.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2018,Rural,58.6,10.9,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2019,Urban,107.2,56.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2019,Rural,61.5,11.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2020,Urban,108.8,56.9,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2020,Rural,63.5,11.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2021,Urban,110.2,57.4,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2021,Rural,65.2,11.1,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2022,Urban,111.6,57.7,0,Unkown,Unkown,0,0,0,0
ETH,Ethiopia,2022,Rural,59.2,11.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2000,Urban,94.6,17.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2000,Rural,60.8,6.9,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2001,Urban,95.3,18.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2001,Rural,63.7,7.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2002,Urban,96.0,19.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2002,Rural,66.5,8.6,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2003,Urban,96.7,19.9,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2003,Rural,69.5,9.4,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2004,Urban,97.3,20.9,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2004,Rural,72.3,10.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2005,Urban,98.1,21.8,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2005,Rural,75.3,11.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2006,Urban,99.0,23.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2006,Rural,77.6,11.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2007,Urban,90.0,24.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2007,Rural,79.9,12.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,208,Urban,91.2,25.3,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2008,Rural,81.7,12.6,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2009,Urban,92.6,26.8,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2009,Rural,83.0,12.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2010,Urban,95.3,28.3,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2010,Rural,83.9,12.9,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2011,Urban,95.8,30.5,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2011,Rural,84.3,14.4,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2012,Urban,96.3,32.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2012,Rural,84.7,16.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2013,Urban,96.8,34.9,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2013,Rural,85.1,17.6,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2014,Urban,97.3,37.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2014,Rural,85.5,19.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2015,Urban,97.8,39.3,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2015,Rural,85.9,20.8,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2016,Urban,98.6,41.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2016,Rural,86.1,22.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2017,Urban,99.3,43.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2017,Rural,86.3,23.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2018,Urban,100.1,45.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2018,Rural,86.7,25.2,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2019,Urban,100.9,47.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2019,Rural,87.0,26.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2020,Urban,102.1,48.7,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2020,Rural,88.0,28.1,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2021,Urban,103.6,50.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2021,Rural,89.5,29.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2022,Urban,95.7,51.0,0,Unkown,Unkown,0,0,0,0
GHA,Ghana,2022,Rural,90.8,29.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2000,Urban,67.2,44.1,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2000,Rural,32.2,17.9,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2001,Urban,68.0,45.0,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2001,Rural,33.6,19.0,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2002,Urban,68.8,45.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2002,Rural,35.2,20.1,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2003,Urban,69.6,46.7,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2003,Rural,36.6,21.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2004,Urban,70.4,47.5,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2004,Rural,38.2,22.3,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2005,Urban,71.2,48.4,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2005,Rural,39.6,23.4,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2006,Urban,71.7,48.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2006,Rural,40.8,24.1,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2007,Urban,72.1,49.0,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2007,Rural,41.8,24.5,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2008,Urban,72.3,49.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2008,Rural,42.7,24.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2009,Urban,72.5,49.4,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2009,Rural,43.1,25.1,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2010,Urban,72.7,49.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2010,Rural,43.4,25.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2011,Urban,73.3,50.5,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2011,Rural,45.0,26.7,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2012,Urban,73.9,51.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2012,Rural,46.5,28.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2013,Urban,74.5,52.5,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2013,Rural,48.1,29.7,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2014,Urban,75.1,53.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2014,Rural,49.6,31.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2015,Urban,75.7,54.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2015,Rural,51.2,32.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2016,Urban,76.1,55.3,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2016,Rural,51.8,33.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2017,Urban,76.3,55.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2017,Rural,52.1,34.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2018,Urban,76.5,56.2,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2018,Rural,52.2,35.3,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2019,Urban,76.7,56.6,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2019,Rural,52.3,36.0,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2020,Urban,76.8,56.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2020,Rural,52.4,36.5,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2021,Urban,76.9,57.0,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2021,Rural,52.4,36.8,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2022,Urban,76.9,57.1,0,Unkown,Unkown,0,0,0,0
HTI,Haiti,2022,Rural,52.4,37.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2000,Urban,78.1,24.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2000,Rural,36.8,7.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2001,Urban,78.5,25.1,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2001,Rural,38.1,7.4,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2002,Urban,78.9,25.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2002,Rural,39.3,7.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2003,Urban,79.3,25.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2003,Rural,40.5,8.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2004,Urban,79.7,26.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2004,Rural,41.8,8.6,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2005,Urban,80.1,26.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2005,Rural,43.0,9.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2006,Urban,80.5,26.9,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2006,Rural,44.1,9.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2007,Urban,80.9,27.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2007,Rural,45.0,9.4,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2008,Urban,81.3,27.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2008,Rural,45.9,9.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2009,Urban,81.5,27.7,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2009,Rural,46.3,9.6,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2010,Urban,81.7,27.9,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2010,Rural,45.8,9.7,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2011,Urban,82.2,28.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2011,Rural,47.3,10.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2012,Urban,82.7,29.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2012,Rural,48.8,10.7,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2013,Urban,83.2,29.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2013,Rural,50.3,11.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2014,Urban,83.7,30.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2014,Rural,51.8,11.7,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2015,Urban,84.2,30.5,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2015,Rural,53.3,12.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2016,Urban,84.4,30.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2016,Rural,53.9,12.4,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2017,Urban,84.6,31.1,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2017,Rural,54.5,12.6,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2018,Urban,84.8,31.4,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2018,Rural,55.0,12.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2019,Urban,85.0,31.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2019,Rural,55.5,13.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2020,Urban,85.2,31.9,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2020,Rural,55.2,12.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2021,Urban,85.2,32.0,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2021,Rural,55.1,12.8,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2022,Urban,85.3,32.2,0,Unkown,Unkown,0,0,0,0
MDG,Madagascar,2022,Rural,52.7,11.9,0,Unkown,Unkown,0,0,0,0
MWI,Malawi,2000,Urban,88.9,47.2,141.5,Low income,Sub-Saharan Africa,11229506.0,642.585571,85.578,14.422
MWI,Malawi,2000,Rural,60.7,9.0,141.5,Low income,Sub-Saharan Africa,11229506.0,642.585571,85.578,14.422
MWI,Malawi,2001,Urban,89.3,48.0,134.8,Low income,Sub-Saharan Africa,11504953.0,637.369507,85.29,14.71
MWI,Malawi,2001,Rural,62.9,9.7,134.8,Low income,Sub-Saharan Africa,11504953.0,637.369507,85.29,14.71
MWI,Malawi,2002,Urban,89.7,48.8,128.2,Low income,Sub-Saharan Africa,11794697.0,642.585571,85.001,14.999
MWI,Malawi,2002,Rural,65.1,10.4,128.2,Low income,Sub-Saharan Africa,11794697.0,642.585571,85.001,14.999
MWI,Malawi,2003,Urban,90.1,49.6,121.6,Low income,Sub-Saharan Africa,12102170.0,662.607422,84.711,15.289
MWI,Malawi,2003,Rural,67.3,11.1,121.6,Low income,Sub-Saharan Africa,12102170.0,662.607422,84.711,15.289
MWI,Malawi,2004,Urban,90.5,50.4,115.1,Low income,Sub-Saharan Africa,12431055.0,680.122709,84.42,15.58
MWI,Malawi,2004,Rural,69.5,11.8,115.1,Low income,Sub-Saharan Africa,12431055.0,680.122709,84.42,15.58
MWI,Malawi,2005,Urban,90.9,51.2,108.7,Low income,Sub-Saharan Africa,12784570.0,700.865955,84.127,15.873
MWI,Malawi,2005,Rural,71.7,12.5,108.7,Low income,Sub-Saharan Africa,12784570.0,700.865955,84.127,15.873
MWI,Malawi,2006,Urban,91.4,51.8,102.4,Low income,Sub-Saharan Africa,13164746.0,718.349195,83.834,16.166
MWI,Malawi,2006,Rural,73.4,12.6,102.4,Low income,Sub-Saharan Africa,13164746.0,718.349195,83.834,16.166
MWI,Malawi,2007,Urban,91.8,52.4,96.3,Low income,Sub-Saharan Africa,13572877.0,774.908833,83.539,16.461
MWI,Malawi,2007,Rural,75.1,12.7,96.3,Low income,Sub-Saharan Africa,13572877.0,774.908833,83.539,16.461
MWI,Malawi,2008,Urban,92.2,52.7,90.4,Low income,Sub-Saharan Africa,14009641.0,819.559937,83.243,16.757
MWI,Malawi,2008,Rural,76.4,12.8,90.4,Low income,Sub-Saharan Africa,14009641.0,819.559937,83.243,16.757
MWI,Malawi,2009,Urban,92.5,53.0,84.7,Low income,Sub-Saharan Africa,14475143.0,858.749774,82.946,17.054
MWI,Malawi,2009,Rural,77.7,12.9,84.7,Low income,Sub-Saharan Africa,14475143.0,858.749774,82.946,17.054
MWI,Malawi,2010,Urban,92.9,53.4,79.2,Low income,Sub-Saharan Africa,14968825.0,912.181213,82.648,17.352
MWI,Malawi,2010,Rural,76.6,13.0,79.2,Low income,Sub-Saharan Africa,14968825.0,912.181213,82.648,17.352
MWI,Malawi,2011,Urban,93.2,54.0,74.1,Low income,Sub-Saharan Africa,15490216.0,950.485107,82.348,17.652
MWI,Malawi,2011,Rural,77.9,13.8,74.1,Low income,Sub-Saharan Africa,15490216.0,950.485107,82.348,17.652
MWI,Malawi,2012,Urban,93.5,54.6,69.2,Low income,Sub-Saharan Africa,16038084.0,952.170288,82.048,17.952
MWI,Malawi,2012,Rural,79.2,14.6,69.2,Low income,Sub-Saharan Africa,16038084.0,952.170288,82.048,17.952
MWI,Malawi,2013,Urban,93.8,55.2,64.6,Low income,Sub-Saharan Africa,16610996.0,980.518677,81.746,18.254
MWI,Malawi,2013,Rural,80.5,15.4,64.6,Low income,Sub-Saharan Africa,16610996.0,980.518677,81.746,18.254
MWI,Malawi,2014,Urban,94.1,55.8,60.4,Low income,Sub-Saharan Africa,17207338.0,1006.183411,81.443,18.557
MWI,Malawi,2014,Rural,81.8,16.2,60.4,Low income,Sub-Saharan Africa,17207338.0,1006.183411,81.443,18.557
MWI,Malawi,2015,Urban,94.4,56.4,56.5,Low income,Sub-Saharan Africa,17825316.0,980.518677,81.139,18.861
MWI,Malawi,2015,Rural,83.1,17.0,56.5,Low income,Sub-Saharan Africa,17825316.0,980.518677,81.139,18.861
MWI,Malawi,2016,Urban,94.6,57.0,53.0,Low income,Sub-Saharan Africa,18463161.0,952.170288,80.833,19.167
MWI,Malawi,2016,Rural,84.0,17.6,53.0,Low income,Sub-Saharan Africa,18463161.0,952.170288,80.833,19.167
MWI,Malawi,2017,Urban,94.9,57.7,49.8,Low income,Sub-Saharan Africa,19119102.0,980.518677,80.526,19.474
MWI,Malawi,2017,Rural,84.9,18.2,49.8,Low income,Sub-Saharan Africa,19119102.0,980.518677,80.526,19.474
