iso3,country,year,region,income_group,under_5_mortality,population_total,population_rural_pct,population_urban_pct,gdp_per_capita_ppp
GEO,Georgia,2018,Europe & Central Asia,Upper-middle income,9.3,3859600,48.451,51.549,10657.49121
GEO,Georgia,2019,Europe & Central Asia,Upper-middle income,8.7,3857372,48.503,51.497,11029.07324
GEO,Georgia,2020,Europe & Central Asia,Upper-middle income,8.3,3861214,48.554,51.446,10221.23348
GEO,Georgia,2021,Europe & Central Asia,Upper-middle income,7.8,3870634,48.605,51.395,11210.05371
GEO,Georgia,2022,Europe & Central Asia,Upper-middle income,,3884877,48.656,51.344,12239.16797
DEU,Germany,2000,Europe & Central Asia,High income,5.1,82211508,26.541,73.459,33911.39063
DEU,Germany,2001,Europe & Central Asia,High income,4.9,82349925,26.177,73.823,34681.01563
DEU,Germany,2002,Europe & Central Asia,High income,4.8,82488495,25.815,74.185,34681.01563
DEU,Germany,2003,Europe & Central Asia,High income,4.6,82534175,25.456,74.544,34243.16406
DEU,Germany,2004,Europe & Central Asia,High income,4.4,82516260,25.099,74.901,35235.13281
DEU,Germany,2005,Europe & Central Asia,High income,4.3,82469493,24.744,75.256,35648.13281
DEU,Germany,2006,Europe & Central Asia,High income,4.1,82376451,24.391,75.609,36852.41406
DEU,Germany,2007,Europe & Central Asia,High income,4.0,82266372,24.041,75.959,37715.54688
DEU,Germany,2008,Europe & Central Asia,High income,3.9,82110097,23.693,76.307,38151.55859
DEU,Germany,2009,Europe & Central Asia,High income,3.8,81902307,23.348,76.652,35930.78125
DEU,Germany,2010,Europe & Central Asia,High income,3.7,81776930,23.004,76.996,37300.66406
DEU,Germany,2011,Europe & Central Asia,High income,3.6,80274983,22.663,77.337,38521.48828
DEU,Germany,2012,Europe & Central Asia,High income,3.5,80425823,22.324,77.676,38521.48828
DEU,Germany,2013,Europe & Central Asia,High income,3.4,80645605,21.987,78.013,38828.80078
DEU,Germany,2014,Europe & Central Asia,High income,3.4,80982500,21.652,78.348,39958.95313
DEU,Germany,2015,Europe & Central Asia,High income,3.3,81413145,21.319,78.681,40252.01563
DEU,Germany,2016,Europe & Central Asia,High income,3.3,82348669,20.989,79.011,40935.83594
DEU,Germany,2017,Europe & Central Asia,High income,3.2,82657002,20.66,79.34,42065.91406
DEU,Germany,2018,Europe & Central Asia,High income,3.2,82905782,20.334,79.666,42589.1875
DEU,Germany,2019,Europe & Central Asia,High income,3.1,83092962,20.01,79.99,43141.22266
DEU,Germany,2020,Europe & Central Asia,High income,3.1,83222442,19.688,80.312,41680.45703
DEU,Germany,2021,Europe & Central Asia,High income,3.1,83252475,19.368,80.632,42934.14063
DEU,Germany,2022,Europe & Central Asia,High income,,83294628,19.051,80.949,43514.88281
GNB,Guinea-Bissau,2000,Sub-Saharan Africa,Low income,168.3,1186783,67.877,32.123,1663.896729
GNB,Guinea-Bissau,2001,Sub-Saharan Africa,Low income,163.5,1218546,67.245,32.755,1690.627686
GNB,Guinea-Bissau,2002,Sub-Saharan Africa,Low income,158.8,1251337,66.613,33.387,1695.556276
GNB,Guinea-Bissau,2003,Sub-Saharan Africa,Low income,154.2,1285141,65.981,34.019,1685.992676
GNB,Guinea-Bissau,2004,Sub-Saharan Africa,Low income,149.6,1319934,65.348,34.652,1704.1875
GNB,Guinea-Bissau,2005,Sub-Saharan Africa,Low income,145.2,1355694,64.716,35.284,1729.896729
GNB,Guinea-Bissau,2006,Sub-Saharan Africa,Low income,140.8,1392404,64.083,35.917,1746.544556
GNB,Guinea-Bissau,2007,Sub-Saharan Africa,Low income,136.6,1430055,63.45,36.55,1771.026367
GNB,Guinea-Bissau,2008,Sub-Saharan Africa,Low income,132.5,1468641,62.817,37.183,1782.910156
GNB,Guinea-Bissau,2009,Sub-Saharan Africa,Low income,128.5,1508160,62.183,37.817,1811.696655
GNB,Guinea-Bissau,2010,Sub-Saharan Africa,Low income,124.5,1548596,61.549,38.451,1852.14917
GNB,Guinea-Bissau,2011,Sub-Saharan Africa,Low income,120.6,1589947,60.914,39.086,1931.544556
GNB,Guinea-Bissau,2012,Sub-Saharan Africa,Low income,116.7,1632182,60.279,39.721,1894.420044
GNB,Guinea-Bissau,2013,Sub-Saharan Africa,Low income,112.7,1675276,59.643,40.357,1920.489746
GNB,Guinea-Bissau,2014,Sub-Saharan Africa,Low income,108.8,1719198,59.006,40.994,1881.814209
GNB,Guinea-Bissau,2015,Sub-Saharan Africa,Low income,105.0,1763926,58.368,41.632,1968.735474
GNB,Guinea-Bissau,2016,Sub-Saharan Africa,Low income,101.2,1809420,57.73,42.27,2045.548218
GNB,Guinea-Bissau,2017,Sub-Saharan Africa,Low income,97.6,1855627,57.091,42.909,2112.355225
GNB,Guinea-Bissau,2018,Sub-Saharan Africa,Low income,94.0,1902492,56.451,43.549,2166.625
GNB,Guinea-Bissau,2019,Sub-Saharan Africa,Low income,90.6,1950009,55.811,44.189,2207.135498
GNB,Guinea-Bissau,2020,Sub-Saharan Africa,Low income,87.4,1998144,55.169,44.831,2156.402588
GNB,Guinea-Bissau,2021,Sub-Saharan Africa,Low income,84.3,2046890,54.526,45.474,2237.818848
GNB,Guinea-Bissau,2022,Sub-Saharan Africa,Low income,,2096238,53.883,46.117,2270.366211
HUN,Hungary,2000,Europe & Central Asia,High income,9.2,10221557,35.452,64.548,19868.27734
HUN,Hungary,2001,Europe & Central Asia,High income,8.6,10200277,35.459,64.541,20894.75586
HUN,Hungary,2002,Europe & Central Asia,High income,8.1,10174853,35.466,64.534,21841.59766
HUN,Hungary,2003,Europe & Central Asia,High income,7.6,10142362,35.474,64.526,22709.68164
HUN,Hungary,2004,Europe & Central Asia,High income,7.1,10105777,35.481,64.519,23714.71094
HUN,Hungary,2005,Europe & Central Asia,High income,6.6,10068593,35.488,64.512,24483.17578
HUN,Hungary,2006,Europe & Central Asia,High income,6.2,10034260,35.496,64.504,25432.48828
HUN,Hungary,2007,Europe & Central Asia,High income,5.8,9996515,35.503,64.497,25585.26367
HUN,Hungary,2008,Europe & Central Asia,High income,5.5,9956108,35.51,64.49,25872.29883
HUN,Hungary,2009,Europe & Central Asia,High income,5.3,9914041,35.518,64.482,24172.9375
HUN,Hungary,2010,Europe & Central Asia,High income,5.1,9874550,35.525,64.475,24483.17578
HUN,Hungary,2011,Europe & Central Asia,High income,4.9,9839462,35.532,64.468,24823.14844
HUN,Hungary,2012,Europe & Central Asia,High income,4.8,9812975,30.342,69.658,24202.44141
HUN,Hungary,2013,Europe & Central Asia,High income,4.7,9789721,29.808,70.192,24810.74219
HUN,Hungary,2014,Europe & Central Asia,High income,4.6,9766723,29.278,70.722,25700.41406
HUN,Hungary,2015,Europe & Central Asia,High income,4.5,9745101,28.751,71.249,26613.63867
HUN,Hungary,2016,Europe & Central Asia,High income,4.4,9724128,28.228,71.772,27251.36523
HUN,Hungary,2017,Europe & Central Asia,High income,4.3,9698748,27.708,72.292,28243.68555
HUN,Hungary,2018,Europe & Central Asia,High income,4.2,9673898,27.192,72.808,29588.51172
HUN,Hungary,2019,Europe & Central Asia,High income,4.1,9653896,26.68,73.32,30821.57031
HUN,Hungary,2020,Europe & Central Asia,High income,4.1,9638324,29.507,70.493,29119.24805
HUN,Hungary,2021,Europe & Central Asia,High income,4.0,9626992,29.071,70.929,31089.04297
HUN,Hungary,2022,Europe & Central Asia,High income,,9618580,28.638,71.362,32395.22266
ISL,Iceland,2000,Europe & Central Asia,High income,4.1,281205,8.197,91.803,42589.1875
ISL,Iceland,2001,Europe & Central Asia,High income,3.8,285375,7.905,92.095,43141.22266
ISL,Iceland,2002,Europe & Central Asia,High income,3.6,288333,7.618,92.382,42934.14063
ISL,Iceland,2003,Europe & Central Asia,High income,3.3,291185,7.336,92.664,43514.88281
ISL,Iceland,2004,Europe & Central Asia,High income,3.1,293966,7.059,92.941,46624.77344
ISL,Iceland,2005,Europe & Central Asia,High income,2.8,298282,6.786,93.214,48652.41797
ISL,Iceland,2006,Europe & Central Asia,High income,2.6,304193,6.518,93.482,50804.13672
ISL,Iceland,2007,Europe & Central Asia,High income,2.4,311497,6.255,93.745,55104.60938
ISL,Iceland,2008,Europe & Central Asia,High income,2.2,317429,5.996,94.004,52219.01563
ISL,Iceland,2009,Europe & Central Asia,High income,2.1,319401,5.742,94.258,48206.97266
ISL,Iceland,2010,Europe & Central Asia,High income,2.0,318452,5.491,94.509,47390.40234
ISL,Iceland,2011,Europe & Central Asia,High income,2.0,320716,5.805,94.195,48652.41797
ISL,Iceland,2012,Europe & Central Asia,High income,1.9,323415,6.126,93.874,49283.24219
ISL,Iceland,2013,Europe & Central Asia,High income,1.9,325991,6.452,93.548,51099.14063
ISL,Iceland,2014,Europe & Central Asia,High income,1.8,328956,6.784,93.216,51981.59375
ISL,Iceland,2015,Europe & Central Asia,High income,1.8,331778,7.121,92.879,52722.47656
ISL,Iceland,2016,Europe & Central Asia,High income,1.7,335759,6.777,93.223,55778.76563
ISL,Iceland,2017,Europe & Central Asia,High income,1.7,341457,6.438,93.562,57300.76172
ISL,Iceland,2018,Europe & Central Asia,High income,1.6,348450,6.104,93.896,58231.41016
ISL,Iceland,2019,Europe & Central Asia,High income,1.6,356529,5.774,94.226,58572.58594
ISL,Iceland,2020,Europe & Central Asia,High income,1.6,364260,5.449,94.551,55431.93359
ISL,Iceland,2021,Europe & Central Asia,High income,1.5,371580,5.129,94.871,57616.96875
ISL,Iceland,2022,Europe & Central Asia,High income,,378275,4.813,95.187,59152.28516
IND,India,2000,South Asia,Low income,89.3,1056575549,72.227,27.773,2493.356445
IND,India,2001,South Asia,Low income,86.6,1075000000,71.861,28.139,2543.193359
IND,India,2002,South Asia,Low income,83.9,1093317188,71.492,28.508,2611.378906
IND,India,2003,South Asia,Low income,81.1,1111523194,71.119,28.881,2790.2229
IND,India,2004,South Asia,Low income,78.2,1129623457,70.743,29.257,2995.69873
IND,India,2005,South Asia,Low income,75.2,1147609927,70.363,29.637,3239.522217
IND,India,2006,South Asia,Low income,72.1,1165485602,69.979,30.021,3468.101563
IND,India,2007,South Asia,Low income,69.0,1183209414,69.592,30.408,3730.066406
IND,India,2008,South Asia,Low income,65.8,1200669765,69.199,30.801,3815.155762
IND,India,2009,South Asia,Low income,62.6,1217726354,68.803,31.197,4093.583496
IND,India,2010,South Asia,Low income,59.5,1234281170,68.402,31.598,4424.238281
IND,India,2011,South Asia,Low income,56.4,1250285934,68.013,31.987,4628.71875
IND,India,2012,South Asia,Low income,53.5,1265780247,67.618,32.382,4820.697266
IND,India,2013,South Asia,Low income,50.7,1280842125,67.219,32.781,5080.413574
IND,India,2014,South Asia,Low income,48.0,1295600778,66.814,33.186,5415.269531
IND,India,2015,South Asia,Lower-middle income,45.5,1310152403,66.405,33.595,5791.905273
IND,India,2016,South Asia,Lower-middle income,43.0,1324517249,65.99,34.01,6195.419922
IND,India,2017,South Asia,Lower-middle income,40.8,1338676785,65.57,34.43,6567.925293
IND,India,2018,South Asia,Lower-middle income,38.6,1352617328,65.145,34.855,6882.433594
IND,India,2019,South Asia,Lower-middle income,36.6,1366417754,64.714,35.286,7057.279785
IND,India,2020,South Asia,Lower-middle income,34.7,1380043858,64.278,35.722,6525.845215
IND,India,2021,South Asia,Lower-middle income,32.9,1393409038,63.837,36.163,6998.65332
IND,India,2022,South Asia,Lower-middle income,,1406631776,63.39,36.61,7380.057129
IDN,Indonesia,2000,East Asia & Pacific,Lower-middle income,51.0,211513823,59.395,40.605,5359.176758
IDN,Indonesia,2001,East Asia & Pacific,Lower-middle income,48.8,214539121,58.73,41.27,5510.460938
IDN,Indonesia,2002,East Asia & Pacific,Lower-middle income,46.6,217625907,58.06,41.94,5730.076172
IDN,Indonesia,2003,East Asia & Pacific,Lower-middle income,44.5,220762499,57.387,42.613,5953.589355
IDN,Indonesia,2004,East Asia & Pacific,Lower-middle income,42.5,223932785,56.711,43.289,6210.366211
IDN,Indonesia,2005,East Asia & Pacific,Lower-middle income,40.5,227119642,56.033,43.967,6487.319336
IDN,Indonesia,2006,East Asia & Pacific,Lower-middle income,38.6,230311062,55.352,44.648,6796.657227
IDN,Indonesia,2007,East Asia & Pacific,Lower-middle income,36.8,233496660,54.668,45.332,7160.316406
IDN,Indonesia,2008,East Asia & Pacific,Lower-middle income,35.0,236671049,53.982,46.018,7508.834473
IDN,Indonesia,2009,East Asia & Pacific,Lower-middle income,33.4,239828232,53.293,46.707,7763.486328
IDN,Indonesia,2010,East Asia & Pacific,Lower-middle income,31.7,242968342,52.601,47.399,8197.801758
IDN,Indonesia,2011,East Asia & Pacific,Lower-middle income,30.2,246089332,49.88,50.12,8586.130859
IDN,Indonesia,2012,East Asia & Pacific,Lower-middle income,28.8,249187383,49.123,50.877,9021.083984
IDN,Indonesia,2013,East Asia & Pacific,Lower-middle income,27.5,252259160,48.363,51.637,9431.114258
IDN,Indonesia,2014,East Asia & Pacific,Lower-middle income,26.3,255302836,47.6,52.4,9827.876953
IDN,Indonesia,2015,East Asia & Pacific,Lower-middle income,25.2,258316051,46.834,53.166,10221.2334
IDN,Indonesia,2016,East Asia & Pacific,Lower-middle income,24.2,261299612,46.065,53.935,10657.49121
IDN,Indonesia,2017,East Asia & Pacific,Lower-middle income,23.3,264253164,45.293,54.707,11210.05371
IDN,Indonesia,2018,East Asia & Pacific,Lower-middle income,22.5,267177579,44.519,55.481,11666.86523
IDN,Indonesia,2019,East Asia & Pacific,Upper-middle income,21.8,270073400,43.742,56.258,12177.33789
IDN,Indonesia,2020,East Asia & Pacific,Lower-middle income,21.2,272939943,42.962,57.038,11821.5791
IDN,Indonesia,2021,East Asia & Pacific,Lower-middle income,20.6,275773800,42.18,57.82,12239.16797
IDN,Indonesia,2022,East Asia & Pacific,Lower-middle income,,278579000,41.395,58.605,12821.90527
IRN,Iran,2000,Middle East & North Africa,Lower-middle income,37.1,65342324,35.195,64.805,12326.96387
IRN,Iran,2001,Middle East & North Africa,Lower-middle income,35.0,66128984,34.44,65.56,12429.58496
IRN,Iran,2002,Middle East & North Africa,Lower-middle income,33.0,66907824,33.69,66.31,13247.86914
IRN,Iran,2003,Middle East & North Africa,Lower-middle income,31.2,67688536,32.946,67.054,14138.3584
IRN,Iran,2004,Middle East & North Africa,Lower-middle income,29.4,68467448,32.208,67.792,14615.1582
IRN,Iran,2005,Middle East & North Africa,Lower-middle income,27.7,69242992,31.476,68.524,15017.37109
IRN,Iran,2006,Middle East & North Africa,Lower-middle income,26.1,70014608,30.75,69.25,15767.14746
IRN,Iran,2007,Middle East & North Africa,Lower-middle income,24.6,70782784,30.029,69.971,16812.80273
IRN,Iran,2008,Middle East & North Africa,Lower-middle income,23.1,71550200,29.315,70.685,16812.80273
IRN,Iran,2009,Middle East & North Africa,Lower-middle income,21.8,72322304,28.607,71.393,16906.27734
IRN,Iran,2010,Middle East & North Africa,Upper-middle income,20.5,73105008,27.905,72.095,17711.02539
IRN,Iran,2011,Middle East & North Africa,Upper-middle income,19.3,73907408,27.208,72.792,18197.68164
IRN,Iran,2012,Middle East & North Africa,Upper-middle income,18.2,74737248,26.517,73.483,16906.27734
IRN,Iran,2013,Middle East & North Africa,Upper-middle income,17.2,75601280,25.832,74.168,16521.94336
IRN,Iran,2014,Middle East & North Africa,Upper-middle income,16.2,76503320,25.153,74.847,17041.875
IRN,Iran,2015,Middle East & North Africa,Upper-middle income,15.4,77447496,24.479,75.521,16632.97461
IRN,Iran,2016,Middle East & North Africa,Upper-middle income,14.6,78432320,23.81,76.19,17894.48242
IRN,Iran,2017,Middle East & North Africa,Upper-middle income,13.8,79450376,23.147,76.853,18197.68164
IRN,Iran,2018,Middle East & North Africa,Upper-middle income,13.2,80493848,22.489,77.511,17585.53906
IRN,Iran,2019,Middle East & North Africa,Upper-middle income,12.5,81552552,21.836,78.164,15767.14746
IRN,Iran,2020,Middle East & North Africa,Lower-middle income,12.0,82616992,21.188,78.812,16024.16797
IRN,Iran,2021,Middle East & North Africa,Lower-middle income,11.5,83677320,20.546,79.454,16632.97461
IRN,Iran,2022,Middle East & North Africa,Lower-middle income,,84729352,19.908,80.092,17163.78516
IRQ,Iraq,2000,Middle East & North Africa,Upper-middle income,48.2,23453389,32.748,67.252,
IRQ,Iraq,2001,Middle East & North Africa,Upper-middle income,46.2,24036153,32.486,67.514,
IRQ,Iraq,2002,Middle East & North Africa,Upper-middle income,44.4,24628860,32.224,67.776,
IRQ,Iraq,2003,Middle East & North Africa,Upper-middle income,42.6,25232845,31.961,68.039,
IRQ,Iraq,2004,Middle East & North Africa,Upper-middle income,40.9,25848520,31.698,68.302,
IRQ,Iraq,2005,Middle East & North Africa,Upper-middle income,39.3,26475730,31.434,68.566,
IRQ,Iraq,2006,Middle East & North Africa,Upper-middle income,37.8,27115160,31.17,68.83,
IRQ,Iraq,2007,Middle East & North Africa,Upper-middle income,36.3,27768512,30.905,69.095,
IRQ,Iraq,2008,Middle East & North Africa,Upper-middle income,34.9,28437346,30.64,69.36,
IRQ,Iraq,2009,Middle East & North Africa,Upper-middle income,33.6,29124208,30.374,69.626,
IRQ,Iraq,2010,Middle East & North Africa,Upper-middle income,32.3,29831908,30.107,69.893,8944.388672
IRQ,Iraq,2011,Middle East & North Africa,Upper-middle income,31.1,30563178,29.839,70.161,9597.234375
IRQ,Iraq,2012,Middle East & North Africa,Upper-middle income,29.9,31321708,29.571,70.429,10385.20313
IRQ,Iraq,2013,Middle East & North Africa,Upper-middle income,28.8,32111002,29.301,70.699,10874.96094
IRQ,Iraq,2014,Middle East & North Africa,Upper-middle income,27.7,32932970,29.03,70.97,10534.69727
IRQ,Iraq,2015,Middle East & North Africa,Upper-middle income,26.7,33788776,28.759,71.241,10489.71582
IRQ,Iraq,2016,Middle East & North Africa,Upper-middle income,25.7,34680876,28.486,71.514,9499.584961
IRQ,Iraq,2017,Middle East & North Africa,Upper-middle income,24.8,35609472,28.213,71.787,9249.208008
IRQ,Iraq,2018,Middle East & North Africa,Upper-middle income,23.9,36577984,27.938,72.062,9720.016602
IRQ,Iraq,2019,Middle East & North Africa,Upper-middle income,23.1,37577884,27.663,72.337,9941.970703
IRQ,Iraq,2020,Middle East & North Africa,Upper-middle income,22.4,38602684,27.387,72.613,8747.882813
IRQ,Iraq,2021,Middle East & North Africa,Upper-middle income,21.7,39649980,27.11,72.89,8814.996094
IRQ,Iraq,2022,Middle East & North Africa,Upper-middle income,,40722880,26.832,73.168,9506.634766
ISR,Israel,2000,Middle East & North Africa,High income,6.4,6289400,10.22,89.78,29956.98828
ISR,Israel,2001,Middle East & North Africa,High income,6.1,6419900,9.919,90.081,29491.99609
ISR,Israel,2002,Middle East & North Africa,High income,5.8,6549200,9.62,90.38,28810.41406
ISR,Israel,2003,Middle East & North Africa,High income,5.5,6677500,9.324,90.676,29119.24805
ISR,Israel,2004,Middle East & North Africa,High income,5.2,6804900,9.03,90.97,30357.72656
ISR,Israel,2005,Middle East & North Africa,High income,4.9,6931700,8.739,91.261,31592.04492
ISR,Israel,2006,Middle East & North Africa,High income,4.7,7058800,8.45,91.55,33331.99609
ISR,Israel,2007,Middle East & North Africa,High income,4.5,7186100,8.163,91.837,34681.01563
ISR,Israel,2008,Middle East & North Africa,High income,4.3,7313800,7.878,92.122,35648.13281
ISR,Israel,2009,Middle East & North Africa,High income,4.1,7442100,7.596,92.404,35930.78125
ISR,Israel,2010,Middle East & North Africa,High income,4.0,7571300,7.316,92.684,37300.66406
ISR,Israel,2011,Middle East & North Africa,High income,3.8,7701700,7.038,92.962,38828.80078
ISR,Israel,2012,Middle East & North Africa,High income,3.7,7833800,7.545,92.455,39223.99609
ISR,Israel,2013,Middle East & North Africa,High income,3.6,7968300,7.848,92.152,40935.83594
ISR,Israel,2014,Middle East & North Africa,High income,3.5,8106000,8.152,91.848,41680.45703
ISR,Israel,2015,Middle East & North Africa,High income,3.4,8247700,8.458,91.542,42065.91406
ISR,Israel,2016,Middle East & North Africa,High income,3.4,8393800,8.765,91.235,43514.88281
ISR,Israel,2017,Middle East & North Africa,High income,3.3,8544800,9.074,90.926,44600.38281
ISR,Israel,2018,Middle East & North Africa,High income,3.3,8699700,9.383,90.617,45988.34375
ISR,Israel,2019,Middle East & North Africa,High income,3.2,8857800,9.694,90.306,47710.26563
ISR,Israel,2020,Middle East & North Africa,High income,3.2,9018700,10.006,89.994,46624.77344
ISR,Israel,2021,Middle East & North Africa,High income,3.1,9181700,10.319,89.681,49958.125
ISR,Israel,2022,Middle East & North Africa,High income,,9345700,10.632,89.368,51099.14063
ITA,Italy,2000,Europe & Central Asia,High income,4.9,56942108,32.748,67.252,38521.48828
ITA,Italy,2001,Europe & Central Asia,High income,4.7,56977797,32.484,67.516,39223.99609
ITA,Italy,2002,Europe & Central Asia,High income,4.6,57147773,32.222,67.778,38828.80078
ITA,Italy,2003,Europe & Central Asia,High income,4.4,57451677,31.961,68.039,38521.48828
ITA,Italy,2004,Europe & Central Asia,High income,4.3,57845347,31.702,68.298,38521.48828
ITA,Italy,2005,Europe & Central Asia,High income,4.1,58175218,31.444,68.556,38151.55859
ITA,Italy,2006,Europe & Central Asia,High income,4.0,58543597,31.187,68.813,38828.80078
ITA,Italy,2007,Europe & Central Asia,High income,3.9,58888349,30.932,69.068,39223.99609
ITA,Italy,2008,Europe & Central Asia,High income,3.8,59196509,30.678,69.322,38521.48828
ITA,Italy,2009,Europe & Central Asia,High income,3.7,59433744,30.426,69.574,36253.22656
ITA,Italy,2010,Europe & Central Asia,High income,3.6,59581534,30.175,69.825,36852.41406
ITA,Italy,2011,Europe & Central Asia,High income,3.5,59379449,29.925,70.075,37300.66406
ITA,Italy,2012,Europe & Central Asia,High income,3.4,59539717,29.677,70.323,36253.22656
ITA,Italy,2013,Europe & Central Asia,High income,3.3,60233948,29.429,70.571,35648.13281
ITA,Italy,2014,Europe & Central Asia,High income,3.2,60789140,29.183,70.817,35235.13281
ITA,Italy,2015,Europe & Central Asia,High income,3.1,60730582,28.938,71.062,35648.13281
ITA,Italy,2016,Europe & Central Asia,High income,3.0,60627498,28.694,71.306,36253.22656
ITA,Italy,2017,Europe & Central Asia,High income,2.9,60536709,28.451,71.549,36852.41406
ITA,Italy,2018,Europe & Central Asia,High income,2.8,60421760,28.21,71.79,37300.66406
ITA,Italy,2019,Europe & Central Asia,High income,2.7,59729087,27.969,72.031,37300.66406
ITA,Italy,2020,Europe & Central Asia,High income,2.6,59066225,27.729,72.271,33911.39063
ITA,Italy,2021,Europe & Central Asia,High income,2.5,58940337,27.491,72.509,35930.78125
ITA,Italy,2022,Europe & Central Asia,High income,,58869762,27.253,72.747,37300.66406
JAM,Jamaica,2000,Latin America & Caribbean,Upper-middle income,20.8,2612265,49.205,50.795,8424.316406
JAM,Jamaica,2001,Latin America & Caribbean,Upper-middle income,20.3,2626507,48.65,51.35,8459.791992
JAM,Jamaica,2002,Latin America & Caribbean,Upper-middle income,19.8,2639918,48.093,51.907,8530.298828
JAM,Jamaica,2003,Latin America & Caribbean,Upper-middle income,19.3,2652693,47.534,52.466,8632.441406
JAM,Jamaica,2004,Latin America & Caribbean,Upper-middle income,18.8,2665000,46.974,53.026,8632.441406
JAM,Jamaica,2005,Latin America & Caribbean,Upper-middle income,18.3,2676974,46.413,53.587,8632.441406
JAM,Jamaica,2006,Latin America & Caribbean,Upper-middle income,17.9,2688691,45.85,54.15,8814.996094
JAM,Jamaica,2007,Latin America & Caribbean,Upper-middle income,17.4,2700201,45.286,54.714,8814.996094
JAM,Jamaica,2008,Latin America & Caribbean,Upper-middle income,17.0,2711516,44.72,55.28,8747.882813
JAM,Jamaica,2009,Latin America & Caribbean,Upper-middle income,16.5,2722651,44.154,55.846,8559.813477
JAM,Jamaica,2010,Latin America & Caribbean,Upper-middle income,16.1,2733568,43.586,56.414,8459.791992
JAM,Jamaica,2011,Latin America & Caribbean,Upper-middle income,15.7,2744186,43.018,56.982,8559.813477
JAM,Jamaica,2012,Latin America & Caribbean,Upper-middle income,15.3,2754406,42.448,57.552,8586.130859
JAM,Jamaica,2013,Latin America & Caribbean,Upper-middle income,14.9,2764128,41.878,58.122,8632.441406
JAM,Jamaica,2014,Latin America & Caribbean,Upper-middle income,14.5,2773256,41.307,58.693,8632.441406
JAM,Jamaica,2015,Latin America & Caribbean,Upper-middle income,14.1,2781686,40.735,59.265,8632.441406
JAM,Jamaica,2016,Latin America & Caribbean,Upper-middle income,13.8,2789366,40.163,59.837,8632.441406
JAM,Jamaica,2017,Latin America & Caribbean,Upper-middle income,13.4,2796248,39.589,60.411,8747.882813
JAM,Jamaica,2018,Latin America & Caribbean,Upper-middle income,13.1,2802283,39.015,60.985,8881.331055
JAM,Jamaica,2019,Latin America & Caribbean,Upper-middle income,12.7,2807357,38.44,61.56,8881.331055
JAM,Jamaica,2020,Latin America & Caribbean,Upper-middle income,12.4,2811364,37.865,62.135,8096.399414
JAM,Jamaica,2021,Latin America & Caribbean,Upper-middle income,12.1,2814217,37.289,62.711,8424.316406
JAM,Jamaica,2022,Latin America & Caribbean,Upper-middle income,,2816602,36.713,63.287,8559.813477
JPN,Japan,2000,East Asia & Pacific,High income,4.1,126843000,21.319,78.681,35930.78125
JPN,Japan,2001,East Asia & Pacific,High income,4.0,127149000,21.037,78.963,35930.78125
JPN,Japan,2002,East Asia & Pacific,High income,3.8,127445000,20.757,79.243,35930.78125
JPN,Japan,2003,East Asia & Pacific,High income,3.6,127718000,20.478,79.522,36253.22656
JPN,Japan,2004,East Asia & Pacific,High income,3.5,127992000,20.201,79.799,36852.41406
JPN,Japan,2005,East Asia & Pacific,High income,3.4,128172000,19.925,80.075,37300.66406
JPN,Japan,2006,East Asia & Pacific,High income,3.3,128286000,19.651,80.349,37715.54688
JPN,Japan,2007,East Asia & Pacific,High income,3.2,128351000,19.379,80.621,38521.48828
JPN,Japan,2008,East Asia & Pacific,High income,3.1,128350000,19.108,80.892,38151.55859
JPN,Japan,2009,East Asia & Pacific,High income,3.0,128287000,18.839,81.161,35930.78125
JPN,Japan,2010,East Asia & Pacific,High income,2.9,128173000,18.571,81.429,37715.54688
JPN,Japan,2011,East Asia & Pacific,High income,2.8,127998000,9.397,90.603,38151.55859
JPN,Japan,2012,East Asia & Pacific,High income,2.7,127757000,9.157,90.843,38828.80078
JPN,Japan,2013,East Asia & Pacific,High income,2.6,127445000,8.918,91.082,39223.99609
JPN,Japan,2014,East Asia & Pacific,High income,2.5,127076000,8.681,91.319,39223.99609
JPN,Japan,2015,East Asia & Pacific,High income,2.4,126958472,8.446,91.554,39958.95313
JPN,Japan,2016,East Asia & Pacific,High income,2.4,126785797,8.212,91.788,40252.01563
JPN,Japan,2017,East Asia & Pacific,High income,2.3,126714243,7.98,92.02,40935.83594
JPN,Japan,2018,East Asia & Pacific,High income,2.2,126529100,7.75,92.25,41304.07813
JPN,Japan,2019,East Asia & Pacific,High income,2.2,126264931,7.521,92.479,41680.45703
JPN,Japan,2020,East Asia & Pacific,High income,2.1,125836021,7.294,92.706,39958.95313
JPN,Japan,2021,East Asia & Pacific,High income,2.1,125124989,7.068,92.932,40252.01563
JPN,Japan,2022,East Asia & Pacific,High income,,124497000,6.844,93.156,40252.01563
JOR,Jordan,2000,Middle East & North Africa,Lower-middle income,27.0,4863309,21.574,78.426,5823.141113
JOR,Jordan,2001,Middle East & North Africa,Lower-middle income,26.0,4960900,21.139,78.861,5953.589355
JOR,Jordan,2002,Middle East & North Africa,Lower-middle income,25.0,5060892,20.707,79.293,6128.577637
JOR,Jordan,2003,Middle East & North Africa,Lower-middle income,24.1,5163456,20.278,79.722,6317.061035
JOR,Jordan,2004,Middle East & North Africa,Lower-middle income,23.2,5268750,19.852,80.148,6722.996094
JOR,Jordan,2005,Middle East & North Africa,Lower-middle income,22.3,5376916,19.429,80.571,7160.316406
